title,main_genre,main_company,budget,revenue,profit,runtime,original_language,vote_average,release_date,popularity,profit_category,budget_category,roi
Exorcist: The Beginning,Horror,Morgan Creek Productions,80000000,78000586,-1999414,114.0,en,4.7,2004-08-20,15.761384,Loss,Medium Budget,0.975007325
Now You See Me,Thriller,Summit Entertainment,75000000,117698894,42698894,115.0,en,7.3,2013-05-29,71.124686,Medium Profit,Medium Budget,1.5693185866666666
Grown Ups,Comedy,Columbia Pictures,80000000,271430189,191430189,102.0,en,6.0,2010-06-24,38.864027,High Profit,Medium Budget,3.3928773625
The Terminal,Comedy,DreamWorks SKG,60000000,219417255,159417255,128.0,en,7.0,2004-06-17,57.753914,High Profit,Medium Budget,3.65695425
Hotel for Dogs,Comedy,DreamWorks SKG,35000000,73034460,38034460,100.0,en,5.7,2009-01-16,13.25753,Medium Profit,Medium Budget,2.0866988571428573
Vertical Limit,Action,Columbia Pictures Corporation,75000000,215663859,140663859,124.0,en,5.9,2000-12-08,13.318744,High Profit,Medium Budget,2.87551812
Charlie Wilson's War,Comedy,Universal Pictures,75000000,119000410,44000410,102.0,en,6.5,2007-12-19,18.70031,Medium Profit,Medium Budget,1.5866721333333333
Shark Tale,Animation,DreamWorks SKG,75000000,367275019,292275019,90.0,en,5.8,2004-09-20,47.094369,High Profit,Medium Budget,4.897000253333333
Dreamgirls,Drama,Paramount Pictures,70000000,154937680,84937680,134.0,en,6.6,2006-12-25,14.486311,Medium Profit,Medium Budget,2.213395428571429
Be Cool,Comedy,Double Feature Films,53000000,95226116,42226116,118.0,en,5.4,2005-03-04,18.61472,Medium Profit,Medium Budget,1.7967191698113207
Munich,Drama,DreamWorks SKG,70000000,130358911,60358911,164.0,en,6.9,2005-12-22,29.035222,Medium Profit,Medium Budget,1.862270157142857
Tears of the Sun,Action,Columbia Pictures,70000000,85632458,15632458,121.0,en,6.4,2003-03-07,27.055085,Medium Profit,Medium Budget,1.2233208285714285
Killers,Action,Katalyst Films,75000000,98159963,23159963,100.0,en,5.7,2010-06-04,23.004607,Medium Profit,Medium Budget,1.3087995066666667
The Man from U.N.C.L.E.,Comedy,Davis Entertainment,75000000,108145109,33145109,116.0,en,7.1,2015-08-13,48.744209,Medium Profit,Medium Budget,1.4419347866666667
Spanglish,Comedy,Gracie Films,80000000,55041367,-24958633,130.0,en,5.8,2004-12-17,14.209329,Loss,Medium Budget,0.6880170875
Monster House,Animation,Columbia Pictures,75000000,140175006,65175006,91.0,en,6.3,2006-07-21,36.368839,Medium Profit,Medium Budget,1.86900008
Bandits,Action,Cheyenne Enterprises,75000000,67631903,-7368097,123.0,en,6.2,2001-10-12,24.353302,Loss,Medium Budget,0.9017587066666667
First Knight,Action,Columbia Pictures Corporation,55000000,127600435,72600435,134.0,en,5.9,1995-07-07,19.143321,Medium Profit,Medium Budget,2.320007909090909
Immortals,Fantasy,Virgin Produced,75000000,226904017,151904017,110.0,en,5.7,2011-11-10,37.917002,High Profit,Medium Budget,3.025386893333333
Hostage,Mystery,Miramax Films,52000000,77944725,25944725,113.0,en,6.2,2005-03-09,23.663713,Medium Profit,Medium Budget,1.4989370192307692
Titan A.E.,Animation,Twentieth Century Fox Film Corporation,75000000,36754634,-38245366,94.0,en,6.3,2000-06-16,14.44381,Loss,Medium Budget,0.49006178666666667
Hollywood Homicide,Action,Columbia Pictures,75000000,51142659,-23857341,116.0,en,5.0,2003-06-09,10.605084,Loss,Medium Budget,0.68190212
Soldier,Action,Impact Pictures,75000000,14567883,-60432117,99.0,en,6.1,1998-10-23,11.873856,Loss,Medium Budget,0.19423844
Monkeybone,Adventure,Twentieth Century Fox Film Corporation,75000000,5409517,-69590483,93.0,en,4.3,2001-02-23,8.098369,Loss,Medium Budget,0.07212689333333333
Flight of the Phoenix,Action,Twentieth Century Fox Film Corporation,45000000,21009180,-23990820,113.0,en,5.7,2004-12-17,20.374308,Loss,Medium Budget,0.46687066666666666
Unbreakable,Science Fiction,Limited Edition Productions Inc.,75000000,248118121,173118121,106.0,en,6.9,2000-11-13,42.006908,High Profit,Medium Budget,3.308241613333333
Minions,Family,Universal Pictures,74000000,1156730962,1082730962,91.0,en,6.4,2015-06-17,875.581305,High Profit,Medium Budget,15.631499486486486
Sucker Punch,Action,Legendary Pictures,82000000,89792502,7792502,110.0,en,5.9,2011-03-24,39.127082,Medium Profit,Medium Budget,1.095030512195122
Snake Eyes,Crime,Paramount Pictures,73000000,103891409,30891409,98.0,en,5.8,1998-08-07,20.790703,Medium Profit,Medium Budget,1.4231699863013698
Sphere,Science Fiction,Punch Productions,75000000,13100000,-61900000,134.0,en,5.8,1998-02-13,18.65988,Loss,Medium Budget,0.17466666666666666
The Angry Birds Movie,Family,Columbia Pictures,73000000,349779543,276779543,97.0,en,5.9,2016-05-11,45.720894,High Profit,Medium Budget,4.791500589041096
Fool's Gold,Romance,De Line Pictures,70000000,111231041,41231041,112.0,en,5.4,2008-02-07,21.789615,Medium Profit,Medium Budget,1.5890148714285715
Funny People,Comedy,Columbia Pictures,75000000,61458982,-13541018,146.0,en,5.7,2009-07-31,20.199057,Loss,Medium Budget,0.8194530933333334
The Kingdom,Thriller,Universal Pictures,70000000,86658558,16658558,110.0,en,6.5,2007-08-22,26.123705,Medium Profit,Medium Budget,1.2379794
Talladega Nights: The Ballad of Ricky Bobby,Comedy,Columbia Pictures,72500000,162966177,90466177,116.0,en,6.2,2006-08-04,12.599836,Medium Profit,Medium Budget,2.2478093379310344
Dr. Dolittle 2,Comedy,Twentieth Century Fox Film Corporation,70000000,176104344,106104344,87.0,en,4.9,2001-06-22,13.543053,High Profit,Medium Budget,2.515776342857143
Braveheart,Action,Icon Entertainment International,72000000,210000000,138000000,177.0,en,7.7,1995-05-24,60.722162,High Profit,Medium Budget,2.9166666666666665
Jarhead,Drama,Universal Pictures,72000000,96889998,24889998,125.0,en,6.6,2005-11-04,32.227223,Medium Profit,Medium Budget,1.3456944166666667
The Simpsons Movie,Animation,Gracie Films,75000000,527068851,452068851,87.0,en,6.9,2007-07-25,46.875375,High Profit,Medium Budget,7.02758468
The Majestic,Drama,Village Roadshow Pictures,72000000,37317558,-34682442,152.0,en,6.6,2001-12-21,11.215702,Loss,Medium Budget,0.5182994166666667
Driven,Action,Epsilon Motion Pictures,94000000,54744738,-39255262,116.0,en,4.5,2001-04-27,8.468586,Loss,Medium Budget,0.582390829787234
Two Brothers,Adventure,Pathé Renn Productions,74500000,62172050,-12327950,109.0,en,6.9,2004-04-07,8.884318,Loss,Medium Budget,0.8345241610738255
The Village,Drama,Scott Rudin Productions,60000000,256697520,196697520,108.0,en,6.2,2004-07-30,27.491891,High Profit,Medium Budget,4.278292
Doctor Dolittle,Comedy,Twentieth Century Fox Film Corporation,71000000,294456605,223456605,85.0,en,5.4,1998-06-22,21.462935,High Profit,Medium Budget,4.147276126760564
Signs,Drama,"Kennedy/Marshall Company, The",72000000,408247917,336247917,106.0,en,6.4,2002-08-02,28.848187,High Profit,Medium Budget,5.670109958333334
Shrek 2,Adventure,DreamWorks SKG,150000000,919838758,769838758,93.0,en,6.7,2004-05-19,47.320801,High Profit,High Budget,6.132258386666667
Cars,Animation,Walt Disney Pictures,120000000,461983149,341983149,117.0,en,6.6,2006-06-08,82.643036,High Profit,High Budget,3.849859575
Runaway Bride,Comedy,Paramount Pictures,70000000,309457509,239457509,116.0,en,5.7,1999-07-30,20.230535,High Profit,Medium Budget,4.420821557142857
xXx,Action,Columbia Pictures,70000000,277448382,207448382,124.0,en,5.8,2002-08-09,46.217769,High Profit,Medium Budget,3.963548314285714
The SpongeBob Movie: Sponge Out of Water,Animation,Paramount Pictures,74000000,311594032,237594032,93.0,en,5.8,2015-02-05,36.952268,High Profit,Medium Budget,4.210730162162162
Ransom,Action,Touchstone Pictures,80000000,309492681,229492681,117.0,en,6.4,1996-11-08,16.411345,High Profit,Medium Budget,3.8686585125
Inglourious Basterds,Drama,Universal Pictures,70000000,319131050,249131050,153.0,en,7.9,2009-08-18,72.595961,High Profit,Medium Budget,4.559015
Hook,Adventure,Amblin Entertainment,70000000,300854823,230854823,144.0,en,6.6,1991-12-11,33.648404,High Profit,Medium Budget,4.297926042857143
Die Hard 2,Action,Twentieth Century Fox Film Corporation,70000000,240031094,170031094,124.0,en,6.6,1990-07-02,57.69847,High Profit,Medium Budget,3.4290156285714284
S.W.A.T.,Action,Original Film,80000000,116643346,36643346,117.0,en,5.8,2003-08-08,34.052253,Medium Profit,Medium Budget,1.458041825
Vanilla Sky,Drama,Paramount Pictures,68000000,203388341,135388341,136.0,en,6.5,2001-12-10,27.299301,High Profit,Medium Budget,2.991005014705882
Lady in the Water,Drama,Legendary Pictures,75000000,42285169,-32714831,110.0,en,5.3,2006-07-21,20.219385,Loss,Medium Budget,0.5638022533333333
AVP: Alien vs. Predator,Adventure,Impact Pictures,70000000,171183863,101183863,101.0,en,5.5,2004-08-12,42.957216,High Profit,Medium Budget,2.445483757142857
Alvin and the Chipmunks: The Squeakquel,Comedy,Regency Enterprises,75000000,443140005,368140005,88.0,en,5.4,2009-12-21,29.412262,High Profit,Medium Budget,5.9085334
We Were Soldiers,Action,Icon Entertainment International,75000000,114660784,39660784,138.0,en,6.7,2002-03-01,19.708731,Medium Profit,Medium Budget,1.5288104533333333
Olympus Has Fallen,Action,Nu Image Films,70000000,161025640,91025640,120.0,en,6.2,2013-03-20,59.428223,Medium Profit,Medium Budget,2.300366285714286
Star Trek: Insurrection,Science Fiction,Paramount Pictures,70000000,118000000,48000000,103.0,en,6.3,1998-12-10,19.711951,Medium Profit,Medium Budget,1.6857142857142857
Battle: Los Angeles,Action,Columbia Pictures,70000000,202466756,132466756,116.0,en,5.5,2011-03-08,49.199234,High Profit,Medium Budget,2.8923822285714285
Big Fish,Adventure,Columbia Pictures,70000000,122919055,52919055,125.0,en,7.6,2003-12-25,46.199482,Medium Profit,Medium Budget,1.7559865
War Horse,Drama,DreamWorks SKG,66000000,177584879,111584879,146.0,en,7.0,2011-12-25,29.505574,High Profit,Medium Budget,2.690679984848485
The Monuments Men,War,Columbia Pictures,70000000,154984035,84984035,118.0,en,5.8,2014-01-24,43.873266,Medium Profit,Medium Budget,2.214057642857143
The Abyss,Adventure,Twentieth Century Fox Film Corporation,70000000,90000098,20000098,139.0,en,7.1,1989-08-09,24.961625,Medium Profit,Medium Budget,1.2857156857142857
Wall Street: Money Never Sleeps,Drama,Twentieth Century Fox Film Corporation,70000000,134748021,64748021,133.0,en,5.8,2010-09-02,23.25645,Medium Profit,Medium Budget,1.9249717285714285
Dracula Untold,Horror,Universal Pictures,70000000,215529201,145529201,92.0,en,6.2,2014-10-01,64.457947,High Profit,Medium Budget,3.078988585714286
The Siege,Drama,Twentieth Century Fox Film Corporation,70000000,116672912,46672912,116.0,en,6.0,1998-11-06,20.089933,Medium Profit,Medium Budget,1.6667558857142857
Stardust,Adventure,Paramount Pictures,70000000,135560026,65560026,127.0,en,7.1,2007-08-09,48.032734,Medium Profit,Medium Budget,1.9365718
Seven Years in Tibet,Adventure,TriStar Pictures,70000000,131457682,61457682,136.0,en,7.0,1997-09-12,16.92991,Medium Profit,Medium Budget,1.8779668857142857
The Dilemma,Comedy,Imagine Entertainment,70000000,67112664,-2887336,111.0,en,5.2,2011-01-13,14.780634,Loss,Medium Budget,0.9587523428571428
Bad Company,Action,Jerry Bruckheimer Films,70000000,65977295,-4022705,116.0,en,5.4,2002-06-07,14.086292,Loss,Medium Budget,0.9425327857142857
Doom,Adventure,Di Bonaventura Pictures,60000000,55987321,-4012679,105.0,en,5.0,2005-10-20,29.261348,Loss,Medium Budget,0.9331220166666667
I Spy,Action,Columbia Pictures Corporation,70000000,33561137,-36438863,97.0,en,5.2,2002-10-31,13.267631,Loss,Medium Budget,0.4794448142857143
Underworld: Awakening,Fantasy,Lakeshore Entertainment,70000000,160112671,90112671,88.0,en,6.1,2012-01-19,58.401204,Medium Profit,Medium Budget,2.2873238714285713
Rock of Ages,Comedy,New Line Cinema,75000000,59418613,-15581387,123.0,en,6.0,2012-06-13,23.515938,Loss,Medium Budget,0.7922481733333333
Hart's War,Drama,David Foster Productions,70000000,32287044,-37712956,125.0,en,5.9,2002-02-15,14.244518,Loss,Medium Budget,0.4612434857142857
Killer Elite,Action,Current Entertainment,66000000,57777106,-8222894,116.0,en,6.1,2011-09-23,29.501489,Loss,Medium Budget,0.875410696969697
Ballistic: Ecks vs. Sever,Action,Epsilon Motion Pictures,70000000,19924033,-50075967,91.0,en,4.3,2002-09-20,8.37378,Loss,Medium Budget,0.28462904285714286
Hard Rain,Thriller,Paramount Pictures,70000000,19870567,-50129433,97.0,en,5.5,1998-01-16,10.930537,Loss,Medium Budget,0.2838652428571429
Osmosis Jones,Adventure,Conundrum Entertainment,75000000,13596911,-61403089,95.0,en,5.9,2001-08-07,10.54544,Loss,Medium Budget,0.18129214666666665
Legends of Oz: Dorothy's Return,Animation,Prana Animation Studios,70000000,18662027,-51337973,88.0,en,5.9,2013-06-13,6.682006,Loss,Medium Budget,0.26660038571428574
Blackhat,Crime,Universal Pictures,70000000,17752940,-52247060,133.0,en,5.1,2015-01-13,46.832372,Loss,Medium Budget,0.25361342857142855
Sky Captain and the World of Tomorrow,Mystery,Paramount Pictures,70000000,57958696,-12041304,107.0,en,5.7,2004-09-17,24.664776,Loss,Medium Budget,0.8279813714285714
Basic Instinct 2,Crime,Intermedia Films,70000000,38629478,-31370522,114.0,en,4.6,2006-03-29,13.483387,Loss,Medium Budget,0.5518496857142857
Escape Plan,Action,Summit Entertainment,50000000,122915111,72915111,115.0,en,6.7,2013-10-09,44.478043,Medium Profit,Medium Budget,2.45830222
The Legend of Hercules,Action,Millennium Films,70000000,61279452,-8720548,99.0,en,4.4,2014-01-10,25.020428,Loss,Medium Budget,0.8754207428571429
The Sum of All Fears,Thriller,Paramount Pictures,68000000,193000000,125000000,124.0,en,5.9,2002-05-31,22.392544,High Profit,Medium Budget,2.838235294117647
The Twilight Saga: Eclipse,Adventure,Summit Entertainment,68000000,698491347,630491347,124.0,en,5.8,2010-06-23,107.069763,High Profit,Medium Budget,10.271931573529411
The Score,Action,Paramount Pictures,68000000,71069884,3069884,124.0,en,6.7,2001-07-13,22.572323,Medium Profit,Medium Budget,1.0451453529411765
Despicable Me,Animation,Universal Pictures,69000000,543513985,474513985,95.0,en,7.1,2010-07-08,113.858273,High Profit,Medium Budget,7.877014275362319
Money Train,Action,Columbia Pictures,60000000,35431113,-24568887,103.0,en,5.4,1995-11-21,10.004564,Loss,Medium Budget,0.59051855
Ted 2,Comedy,Universal Pictures,68000000,217022588,149022588,115.0,en,6.2,2015-06-25,68.734513,High Profit,Medium Budget,3.1915086470588236
Agora,Adventure,Himenóptero,70000000,39041505,-30958495,127.0,en,6.9,2009-05-17,18.888806,Loss,Medium Budget,0.5577357857142857
Mystery Men,Adventure,Universal Pictures,68000000,29762011,-38237989,121.0,en,5.7,1999-08-06,12.948627,Loss,Medium Budget,0.4376766323529412
Hall Pass,Comedy,New Line Cinema,36000000,83160734,47160734,105.0,en,5.4,2011-02-25,27.11589,Medium Profit,Medium Budget,2.310020388888889
The Insider,Drama,Spyglass Entertainment,90000000,60289912,-29710088,157.0,en,7.3,1999-10-28,26.153669,Loss,Medium Budget,0.6698879111111111
The Finest Hours,Action,Walt Disney Pictures,80000000,52099090,-27900910,114.0,en,6.3,2016-01-25,28.223664,Loss,Medium Budget,0.651238625
Body of Lies,Action,Scott Free Productions,70000000,113280098,43280098,128.0,en,6.5,2008-10-10,37.507136,Medium Profit,Medium Budget,1.6182871142857143
Dinner for Schmucks,Comedy,Paramount Pictures,69000000,86387857,17387857,114.0,en,5.5,2010-07-30,11.023691,Medium Profit,Medium Budget,1.2519979275362318
Abraham Lincoln: Vampire Hunter,Action,Twentieth Century Fox Film Corporation,69000000,112265139,43265139,94.0,en,5.5,2012-06-20,38.634767,Medium Profit,Medium Budget,1.627031
Entrapment,Romance,Fountainbridge Films,66000000,212404396,146404396,112.0,en,6.0,1999-04-29,25.877794,High Profit,Medium Budget,3.2182484242424243
The X Files,Mystery,Twentieth Century Fox Film Corporation,66000000,189198313,123198313,121.0,en,6.6,1998-06-19,18.59991,High Profit,Medium Budget,2.866641106060606
The Last Legion,Action,Ingenious Film Partners,67000000,25303038,-41696962,102.0,en,5.0,2007-04-19,12.282911,Loss,Medium Budget,0.37765728358208955
Saving Private Ryan,Drama,Paramount Pictures,70000000,481840909,411840909,169.0,en,7.9,1998-07-24,76.041867,High Profit,Medium Budget,6.8834415571428575
Need for Speed,Action,DreamWorks SKG,66000000,203277636,137277636,130.0,en,6.1,2014-03-13,54.81489,High Profit,Medium Budget,3.0799641818181818
What Women Want,Comedy,Paramount Pictures,70000000,374111707,304111707,127.0,en,6.1,2000-12-15,31.39165,High Profit,Medium Budget,5.344452957142857
Ice Age,Animation,Twentieth Century Fox Film Corporation,59000000,383257136,324257136,81.0,en,7.1,2002-03-10,99.561972,High Profit,Medium Budget,6.495883661016949
Dreamcatcher,Drama,Village Roadshow Pictures,68000000,75715436,7715436,136.0,en,5.3,2003-03-21,26.792794,Medium Profit,Medium Budget,1.113462294117647
Lincoln,History,DreamWorks,65000000,275293450,210293450,149.0,en,6.7,2012-11-09,36.307296,High Profit,Medium Budget,4.2352838461538465
The Matrix,Action,Village Roadshow Pictures,63000000,463517383,400517383,136.0,en,7.9,1999-03-30,104.309993,High Profit,Medium Budget,7.357418777777778
Apollo 13,Drama,Imagine Entertainment,52000000,355237933,303237933,140.0,en,7.3,1995-06-30,68.140214,High Profit,Medium Budget,6.831498711538462
The Santa Clause 2,Fantasy,Walt Disney Pictures,65000000,172855065,107855065,104.0,en,5.5,2002-10-31,14.646884,High Profit,Medium Budget,2.6593086923076923
Les Misérables,Drama,Universal Pictures,61000000,441809770,380809770,157.0,en,7.1,2012-12-18,48.356214,High Profit,Medium Budget,7.242783114754098
You've Got Mail,Comedy,Warner Bros.,65000000,250821495,185821495,119.0,en,6.3,1998-12-17,28.540267,High Profit,Medium Budget,3.8587922307692306
Step Brothers,Comedy,Columbia Pictures,65000000,128107642,63107642,98.0,en,6.5,2008-07-25,22.977983,Medium Profit,Medium Budget,1.9708868
The Mask of Zorro,Action,Amblin Entertainment,95000000,250288523,155288523,136.0,en,6.3,1998-07-16,31.086791,High Profit,Medium Budget,2.6346160315789473
Due Date,Comedy,Legendary Pictures,65000000,211780824,146780824,95.0,en,6.2,2010-11-04,43.865294,High Profit,Medium Budget,3.2581665230769232
Unbroken,Drama,Legendary Pictures,65000000,163442937,98442937,137.0,en,7.3,2014-12-25,43.055253,Medium Profit,Medium Budget,2.514506723076923
Space Cowboys,Action,Village Roadshow Pictures,65000000,128884132,63884132,130.0,en,6.3,2000-07-31,15.772081,Medium Profit,Medium Budget,1.9828328
Cliffhanger,Action,TriStar Pictures,70000000,255000211,185000211,112.0,en,6.1,1993-05-28,26.19909,High Profit,Medium Budget,3.642860157142857
Broken Arrow,Action,Twentieth Century Fox Film Corporation,50000000,150270147,100270147,108.0,en,5.7,1996-02-09,22.769108,High Profit,Medium Budget,3.00540294
The Kid,Fantasy,Walt Disney Pictures,65000000,69700000,4700000,104.0,en,6.0,2000-07-07,18.281798,Medium Profit,Medium Budget,1.0723076923076924
World Trade Center,Drama,Paramount Pictures,63000000,162945894,99945894,128.0,en,5.9,2006-08-09,24.697533,Medium Profit,Medium Budget,2.586442761904762
The Dictator,Comedy,Paramount Pictures,65000000,179379533,114379533,83.0,en,5.9,2012-05-15,31.349143,High Profit,Medium Budget,2.759685123076923
Eyes Wide Shut,Mystery,Hobby Films,65000000,162091208,97091208,159.0,en,7.1,1999-07-14,27.870312,Medium Profit,Medium Budget,2.4937108923076923
Annie,Comedy,Columbia Pictures,65000000,133821816,68821816,119.0,en,6.0,2014-12-19,33.439187,Medium Profit,Medium Budget,2.058797169230769
Focus,Romance,Kramer & Sigman Films,50100000,153962963,103862963,105.0,en,6.7,2015-02-25,59.634029,High Profit,Medium Budget,3.0731130339321355
This Means War,Action,Dune Entertainment,65000000,156974557,91974557,103.0,en,5.9,2012-02-14,38.994297,Medium Profit,Medium Budget,2.4149931846153847
Blade: Trinity,Science Fiction,New Line Cinema,65000000,128905366,63905366,123.0,en,5.7,2004-12-08,49.660055,Medium Profit,Medium Budget,1.983159476923077
Red Dawn,Action,United Artists,4200000,38376497,34176497,114.0,en,6.4,1984-08-10,11.743085,Medium Profit,Low Budget,9.13726119047619
Resident Evil: Retribution,Action,Davis-Films,65000000,240159255,175159255,95.0,en,5.6,2012-09-12,6.227675,High Profit,Medium Budget,3.6947577692307694
Death Race,Action,Universal Pictures,45000000,73762516,28762516,105.0,en,6.0,2008-08-22,42.57877,Medium Profit,Medium Budget,1.6391670222222223
The Long Kiss Goodnight,Crime,New Line Cinema,65000000,89456761,24456761,120.0,en,6.5,1996-10-11,15.858629,Medium Profit,Medium Budget,1.3762578615384615
Zathura: A Space Adventure,Family,Columbia Pictures Corporation,65000000,64321501,-678499,101.0,en,6.1,2005-11-06,15.194239,Loss,Medium Budget,0.9895615538461539
Fight Club,Drama,Regency Enterprises,63000000,100853753,37853753,139.0,en,8.3,1999-10-15,146.757391,Medium Profit,Medium Budget,1.6008532222222223
We Are Marshall,Drama,Legendary Pictures,65000000,43545364,-21454636,124.0,en,6.7,2006-12-12,8.629665,Loss,Medium Budget,0.6699286769230769
Hudson Hawk,Action,TriStar Pictures,65000000,17218080,-47781920,100.0,en,5.4,1991-05-23,16.803457,Loss,Medium Budget,0.26489353846153846
"I, Frankenstein",Horror,Lakeshore Entertainment,65000000,71154592,6154592,92.0,en,5.0,2014-01-22,31.324734,Medium Profit,Medium Budget,1.0946860307692308
Oliver Twist,Crime,R.P. Productions,50000000,42093706,-7906294,130.0,en,6.7,2005-09-23,20.415572,Loss,Medium Budget,0.84187412
Elektra,Action,Twentieth Century Fox Film Corporation,43000000,56681566,13681566,97.0,en,4.8,2005-01-13,28.613892,Medium Profit,Medium Budget,1.3181759534883721
Sin City: A Dame to Kill For,Crime,Miramax Films,65000000,39407616,-25592384,102.0,en,6.3,2014-08-20,85.428395,Loss,Medium Budget,0.6062710153846154
Random Hearts,Drama,Columbia Pictures,64000000,74608570,10608570,133.0,en,5.3,1999-10-08,4.137237,Medium Profit,Medium Budget,1.16575890625
Everest,Adventure,Universal Pictures,55000000,203427584,148427584,121.0,en,6.7,2015-09-10,60.246978,High Profit,Medium Budget,3.6986833454545454
Perfume: The Story of a Murderer,Crime,Davis-Films,50000000,132180323,82180323,147.0,en,7.1,2006-09-13,42.551902,Medium Profit,Medium Budget,2.64360646
Austin Powers in Goldmember,Comedy,New Line Cinema,63000000,296655431,233655431,94.0,en,5.9,2002-07-26,40.137264,High Profit,Medium Budget,4.7088163650793655
Astro Boy,Animation,The Weinstein Company,65000000,44091067,-20908933,94.0,en,6.1,2009-10-15,24.857079,Loss,Medium Budget,0.6783241076923077
Jurassic Park,Adventure,Universal Pictures,63000000,920100000,857100000,127.0,en,7.6,1993-06-11,40.413191,High Profit,Medium Budget,14.604761904761904
Wyatt Earp,Drama,Tig Productions,63000000,25052000,-37948000,191.0,en,6.5,1994-06-24,13.859307,Loss,Medium Budget,0.39765079365079364
Clear and Present Danger,Action,Paramount Pictures,62000000,215887717,153887717,141.0,en,6.4,1994-08-03,18.832471,High Profit,Medium Budget,3.482059951612903
Dragon Blade,Action,Shanghai Film Group,65000000,121545703,56545703,127.0,zh,5.9,2015-02-19,9.568884,Medium Profit,Medium Budget,1.8699338923076922
Little Man,Comedy,Revolution Studios,64000000,101595121,37595121,98.0,en,5.3,2006-08-31,12.421504,Medium Profit,Medium Budget,1.587423765625
U-571,Action,Universal Pictures,62000000,127666415,65666415,116.0,en,6.1,2000-04-20,18.096884,Medium Profit,Medium Budget,2.0591357258064518
The American President,Comedy,Columbia Pictures,62000000,107879496,45879496,106.0,en,6.5,1995-11-17,11.056763,Medium Profit,Medium Budget,1.739991870967742
The Love Guru,Comedy,Paramount Pictures,62000000,41819064,-20180936,87.0,en,4.3,2008-06-20,13.218008,Loss,Medium Budget,0.6745010322580646
3000 Miles to Graceland,Action,Franchise Pictures,62000000,18720175,-43279825,125.0,en,5.8,2001-02-23,11.262655,Loss,Medium Budget,0.3019383064516129
The Hateful Eight,Crime,Double Feature Films,44000000,155760117,111760117,167.0,en,7.6,2015-12-25,68.717016,High Profit,Medium Budget,3.5400026590909093
Hop,Animation,Universal Pictures,63000000,183953723,120953723,95.0,en,5.5,2011-03-30,16.791058,High Profit,Medium Budget,2.919900365079365
300,Action,Virtual Studios,65000000,422610419,357610419,117.0,en,7.0,2006-12-09,65.197968,High Profit,Medium Budget,6.501698753846154
Meet the Fockers,Comedy,DreamWorks SKG,80000000,516642939,436642939,115.0,en,6.1,2004-12-22,32.829538,High Profit,Medium Budget,6.4580367375
Marley & Me,Comedy,Sunswept Entertainment,60000000,244082376,184082376,115.0,en,6.9,2008-12-25,30.951203,High Profit,Medium Budget,4.0680396
The Green Mile,Fantasy,Castle Rock Entertainment,60000000,284600000,224600000,189.0,en,8.2,1999-12-10,103.698022,High Profit,Medium Budget,4.743333333333333
Chicken Little,Animation,Walt Disney Pictures,150000000,314432665,164432665,81.0,en,5.6,2005-11-04,47.973995,High Profit,High Budget,2.096217766666667
Gone Girl,Mystery,Twentieth Century Fox Film Corporation,61000000,369330363,308330363,145.0,en,7.9,2014-10-01,143.041543,High Profit,Medium Budget,6.054596114754099
The Bourne Identity,Action,Universal Pictures,60000000,214034224,154034224,119.0,en,7.3,2002-06-14,86.476817,High Profit,Medium Budget,3.567237066666667
GoldenEye,Adventure,United Artists,58000000,352194034,294194034,130.0,en,6.6,1995-11-16,59.824565,High Profit,Medium Budget,6.072310931034483
The General's Daughter,Crime,Paramount Pictures,60000000,149705852,89705852,116.0,en,6.1,1999-06-18,18.345613,Medium Profit,Medium Budget,2.4950975333333334
The Truman Show,Comedy,Paramount Pictures,60000000,264118201,204118201,103.0,en,7.8,1998-06-04,56.488027,High Profit,Medium Budget,4.401970016666667
The Prince of Egypt,Adventure,DreamWorks SKG,70000000,218613188,148613188,99.0,en,6.8,1998-12-15,29.464852,High Profit,Medium Budget,3.1230455428571426
Daddy Day Care,Comedy,Columbia Pictures,60000000,164433867,104433867,92.0,en,5.6,2003-05-03,18.106021,High Profit,Medium Budget,2.74056445
2 Guns,Action,Universal Studios,61000000,131940411,70940411,109.0,en,6.6,2013-08-02,42.881415,Medium Profit,Medium Budget,2.162957557377049
Cats & Dogs,Comedy,Village Roadshow Pictures,60000000,93375151,33375151,87.0,en,5.0,2001-07-04,18.735024,Medium Profit,Medium Budget,1.5562525166666668
The Italian Job,Action,De Line Pictures,60000000,176070171,116070171,110.0,en,6.6,2003-05-30,62.766854,High Profit,Medium Budget,2.93450285
Two Weeks Notice,Romance,Village Roadshow Pictures,60000000,93354918,33354918,101.0,en,5.9,2002-12-19,24.153567,Medium Profit,Medium Budget,1.5559153
Antz,Adventure,DreamWorks SKG,60000000,171757863,111757863,83.0,en,6.0,1998-10-02,41.515702,High Profit,Medium Budget,2.86263105
Couples Retreat,Comedy,Universal Pictures,70000000,171844840,101844840,113.0,en,5.3,2009-09-19,26.676487,High Profit,Medium Budget,2.4549262857142855
Days of Thunder,Adventure,Paramount Pictures,60000000,157920733,97920733,107.0,en,5.9,1990-06-27,16.278022,Medium Profit,Medium Budget,2.632012216666667
Cheaper by the Dozen 2,Comedy,Twentieth Century Fox Film Corporation,60000000,129181830,69181830,94.0,en,5.7,2005-12-21,18.831023,Medium Profit,Medium Budget,2.1530305
Maze Runner: The Scorch Trials,Action,Gotham Group,61000000,311256926,250256926,132.0,en,6.4,2015-09-09,113.161483,High Profit,Medium Budget,5.102572557377049
